"";"Onderwerpen";"Productie basisprijzen";"Intermediair verbruik (-)";"Bruto toegevoegde waarde basisprijzen";"Bruto toegevoegde waarde basisprijzen";"Productie basisprijzen";"Intermediair verbruik (-)";"Bruto toegevoegde waarde basisprijzen";"Productie basisprijzen";"Intermediair verbruik (-)";"Bruto toegevoegde waarde basisprijzen"
"74-75 Design en veterinaire diensten";"1994";"2368";"1124";"1244";"1711";"-0.6";"3.9";"-4.3";"74.8";"76.8";"72.7"
"74-75 Design en veterinaire diensten";"1995";"2554";"1245";"1309";"1764";"5.8";"8.7";"3.1";"76.3";"78.2";"74.2"
"74-75 Design en veterinaire diensten";"1996";"2948";"1447";"1501";"1965";"13.2";"15.1";"11.4";"77.8";"79.0";"76.4"
"74-75 Design en veterinaire diensten";"1997";"3115";"1697";"1418";"1795";"3.1";"15.2";"-8.7";"79.8";"80.4";"79.0"
"74-75 Design en veterinaire diensten";"1998";"3467";"1920";"1547";"1865";"7.7";"10.8";"3.9";"82.5";"82.1";"83.0"
"74-75 Design en veterinaire diensten";"1999";"3841";"2206";"1635";"1948";"8.0";"10.8";"4.5";"84.6";"85.1";"83.9"
"74-75 Design en veterinaire diensten";"2000";"4284";"2582";"1702";"2018";"9.1";"13.1";"3.6";"86.5";"88.1";"84.3"
"74-75 Design en veterinaire diensten";"2001";"4854";"2897";"1957";"2199";"7.6";"6.7";"9.0";"91.1";"92.6";"89.0"
"74-75 Design en veterinaire diensten";"2002";"4747";"2811";"1936";"2083";"-5.5";"-5.6";"-5.3";"94.3";"95.2";"93.0"
"74-75 Design en veterinaire diensten";"2003";"4421";"2600";"1821";"1880";"-9.5";"-9.4";"-9.7";"97.1";"97.2";"96.8"
"74-75 Design en veterinaire diensten";"2004";"4814";"2801";"2013";"2022";"6.6";"6.0";"7.5";"99.1";"98.8";"99.6"
"74-75 Design en veterinaire diensten";"2005";"4951";"2889";"2062";"2062";"1.9";"1.9";"2.0";"100.0";"100.0";"100.0"
"74-75 Design en veterinaire diensten";"2006";"5192";"3029";"2163";"2116";"3.3";"3.8";"2.6";"101.5";"101.0";"102.2"
"74-75 Design en veterinaire diensten";"2007";"5578";"3189";"2389";"2259";"4.9";"3.6";"6.7";"103.9";"102.6";"105.8"
"74-75 Design en veterinaire diensten";"2008";"6065";"3402";"2663";"2447";"5.3";"3.0";"8.3";"107.3";"106.3";"108.8"
"74-75 Design en veterinaire diensten";"2009";"6007";"3347";"2660";"2337";"-2.9";"-1.6";"-4.5";"109.5";"106.3";"113.8"
"74-75 Design en veterinaire diensten";"2010**";"5921";"3263";"2658";"2288";"-2.9";"-3.6";"-2.1";"111.1";"107.4";"116.2"
"74-75 Design en veterinaire diensten";"2011*";"6143";"3370";"2773";"2349";"2.3";"2.1";"2.7";"112.7";"108.7";"118.1"
"77 Verhuur van roerende goederen";"1988";"1964";"820";"1144";"1448";".";".";".";"71.6";"62.4";"79.0"
"77 Verhuur van roerende goederen";"1989";"2276";"883";"1393";"1739";"13.7";"4.8";"20.1";"73.0";"64.1";"80.1"
"77 Verhuur van roerende goederen";"1990";"2658";"999";"1659";"2010";"14.8";"13.6";"15.6";"74.2";"63.9";"82.5"
"77 Verhuur van roerende goederen";"1991";"3113";"1158";"1955";"2392";"16.0";"10.9";"19.0";"75.0";"66.7";"81.7"
"77 Verhuur van roerende goederen";"1992";"3431";"1310";"2121";"2568";"8.9";"11.4";"7.4";"75.9";"67.8";"82.6"
"77 Verhuur van roerende goederen";"1993";"3649";"1362";"2287";"2671";"2.9";"1.1";"4.0";"78.4";"69.7";"85.6"
"77 Verhuur van roerende goederen";"1994";"4024";"1541";"2483";"2855";"7.9";"9.8";"6.9";"80.1";"71.8";"87.0"
"77 Verhuur van roerende goederen";"1995";"4350";"1629";"2721";"3128";"7.1";"3.2";"9.6";"80.9";"73.6";"87.0"
"77 Verhuur van roerende goederen";"1996";"4860";"1866";"2994";"3330";"8.7";"12.5";"6.4";"83.1";"74.9";"89.9"
"77 Verhuur van roerende goederen";"1997";"5281";"2114";"3167";"3451";"7.0";"12.4";"3.6";"84.4";"75.5";"91.8"
"77 Verhuur van roerende goederen";"1998";"5874";"2323";"3551";"3868";"11.1";"9.6";"12.1";"84.5";"75.8";"91.8"
"77 Verhuur van roerende goederen";"1999";"6759";"2783";"3976";"4362";"14.2";"16.4";"12.8";"85.2";"78.0";"91.2"
"77 Verhuur van roerende goederen";"2000";"7507";"3256";"4251";"4679";"8.1";"9.3";"7.3";"87.5";"83.5";"90.9"
"77 Verhuur van roerende goederen";"2001";"8325";"3611";"4714";"5096";"8.0";"6.8";"8.9";"89.9";"86.7";"92.5"
"77 Verhuur van roerende goederen";"2002";"7795";"3539";"4256";"4589";"-8.5";"-6.7";"-9.9";"92.0";"91.1";"92.7"
"77 Verhuur van roerende goederen";"2003";"7612";"3384";"4228";"4456";"-4.6";"-6.6";"-2.9";"94.1";"93.2";"94.9"
"77 Verhuur van roerende goederen";"2004";"7894";"3557";"4337";"4506";"1.1";"1.2";"1.1";"96.5";"96.9";"96.3"
"77 Verhuur van roerende goederen";"2005";"8211";"3669";"4542";"4542";"0.4";"-0.1";"0.8";"100.0";"100.0";"100.0"
"77 Verhuur van roerende goederen";"2006";"8594";"3743";"4851";"4591";"1.4";"1.8";"1.1";"103.2";"100.2";"105.7"
"77 Verhuur van roerende goederen";"2007";"9267";"3993";"5274";"4884";"5.6";"4.5";"6.4";"105.4";"102.3";"108.0"
"77 Verhuur van roerende goederen";"2008";"9881";"4568";"5313";"5134";"5.7";"6.5";"5.1";"106.3";"109.9";"103.5"
"77 Verhuur van roerende goederen";"2009";"9712";"4624";"5088";"4859";"-3.8";"-1.9";"-5.3";"108.6";"113.4";"104.7"
"77 Verhuur van roerende goederen";"2010**";"9545";"4652";"4893";"4769";"-2.2";"-2.6";"-1.8";"109.2";"117.2";"102.6"
"77 Verhuur van roerende goederen";"2011*";"9693";"4801";"4892";"4752";"-0.2";"0.1";"-0.4";"111.1";"120.9";"103.0"
"78 Uitzendbureaus en arbeidsbemiddeling";"1988";"2832";"410";"2422";"4062";".";".";".";"60.5";"66.0";"59.6"
"78 Uitzendbureaus en arbeidsbemiddeling";"1989";"3189";"463";"2726";"4560";"12.2";"12.0";"12.3";"60.7";"66.5";"59.8"
"78 Uitzendbureaus en arbeidsbemiddeling";"1990";"3553";"516";"3037";"4863";"7.4";"12.1";"6.6";"63.0";"66.2";"62.5"
"78 Uitzendbureaus en arbeidsbemiddeling";"1991";"4014";"573";"3441";"5069";"4.9";"8.7";"4.2";"67.9";"67.6";"67.9"
"78 Uitzendbureaus en arbeidsbemiddeling";"1992";"4108";"638";"3470";"4851";"-2.8";"5.9";"-4.3";"71.5";"71.0";"71.5"
"78 Uitzendbureaus en arbeidsbemiddeling";"1993";"3941";"677";"3264";"4521";"-5.2";"3.3";"-6.8";"72.4";"73.0";"72.2"
"78 Uitzendbureaus en arbeidsbemiddeling";"1994";"4913";"851";"4062";"5533";"22.3";"22.2";"22.4";"73.7";"75.1";"73.4"
"78 Uitzendbureaus en arbeidsbemiddeling";"1995";"5961";"931";"5030";"6762";"19.5";"6.6";"22.2";"74.8";"77.1";"74.4"
"78 Uitzendbureaus en arbeidsbemiddeling";"1996";"7358";"1128";"6230";"8237";"21.5";"19.7";"21.8";"76.1";"78.0";"75.6"
"78 Uitzendbureaus en arbeidsbemiddeling";"1997";"8525";"1415";"7110";"9156";"13.1";"23.9";"11.2";"77.9";"79.0";"77.7"
"78 Uitzendbureaus en arbeidsbemiddeling";"1998";"10107";"1818";"8289";"10333";"14.9";"25.4";"12.9";"80.4";"80.9";"80.2"
"78 Uitzendbureaus en arbeidsbemiddeling";"1999";"10902";"2017";"8885";"10758";"4.8";"7.9";"4.1";"82.7";"83.2";"82.6"
"78 Uitzendbureaus en arbeidsbemiddeling";"2000";"11762";"2203";"9559";"10798";"1.2";"5.1";"0.4";"88.1";"86.4";"88.5"
"78 Uitzendbureaus en arbeidsbemiddeling";"2001";"12445";"2325";"10120";"10751";"-0.2";"1.0";"-0.4";"93.4";"90.3";"94.1"
"78 Uitzendbureaus en arbeidsbemiddeling";"2002";"11905";"2266";"9639";"9986";"-7.0";"-6.4";"-7.1";"96.1";"94.1";"96.5"
"78 Uitzendbureaus en arbeidsbemiddeling";"2003";"11325";"2161";"9164";"9388";"-6.1";"-6.5";"-6.0";"97.3";"95.9";"97.6"
"78 Uitzendbureaus en arbeidsbemiddeling";"2004";"11535";"2174";"9361";"9455";"0.3";"-1.5";"0.7";"98.8";"97.9";"99.0"
"78 Uitzendbureaus en arbeidsbemiddeling";"2005";"13063";"2382";"10681";"10681";"11.9";"7.3";"13.0";"100.0";"100.0";"100.0"
"78 Uitzendbureaus en arbeidsbemiddeling";"2006";"15650";"2702";"12948";"12457";"15.7";"11.7";"16.6";"103.5";"101.6";"103.9"
"78 Uitzendbureaus en arbeidsbemiddeling";"2007";"18740";"3090";"15650";"14404";"14.9";"11.6";"15.6";"107.9";"104.1";"108.6"
"78 Uitzendbureaus en arbeidsbemiddeling";"2008";"20453";"3414";"17039";"15003";"4.7";"7.2";"4.2";"112.5";"107.3";"113.6"
"78 Uitzendbureaus en arbeidsbemiddeling";"2009";"18210";"3093";"15117";"12976";"-13.0";"-10.4";"-13.5";"115.1";"108.6";"116.5"
"78 Uitzendbureaus en arbeidsbemiddeling";"2010**";"17639";"3051";"14588";"12557";"-3.1";"-2.7";"-3.2";"115.1";"110.0";"116.2"
"78 Uitzendbureaus en arbeidsbemiddeling";"2011*";"18569";"3182";"15387";"13116";"4.1";"2.4";"4.5";"116.4";"112.1";"117.3"
"79 Reisbureaus, reisorganisatie en -info";"1988";"2047";"1723";"324";"535";".";".";".";"69.3";"71.0";"60.6"
"79 Reisbureaus, reisorganisatie en -info";"1989";"2121";"1798";"323";"532";"1.8";"2.3";"-0.6";"70.5";"72.5";"60.8"
"79 Reisbureaus, reisorganisatie en -info";"1990";"2232";"1896";"336";"540";"3.3";"3.7";"1.5";"71.8";"73.7";"62.2"
"79 Reisbureaus, reisorganisatie en -info";"1991";"2335";"1993";"342";"557";"1.3";"1.0";"3.3";"74.1";"76.7";"61.3"
"79 Reisbureaus, reisorganisatie en -info";"1992";"2481";"2098";"383";"543";"2.8";"3.8";"-2.6";"76.6";"77.8";"70.6"
"79 Reisbureaus, reisorganisatie en -info";"1993";"2583";"2116";"467";"553";"2.1";"2.1";"1.8";"78.1";"76.9";"84.5"
"79 Reisbureaus, reisorganisatie en -info";"1994";"2715";"2236";"479";"584";"5.0";"4.9";"5.6";"78.2";"77.5";"82.1"
"79 Reisbureaus, reisorganisatie en -info";"1995";"2840";"2343";"497";"624";"4.4";"3.9";"6.9";"78.3";"78.1";"79.7"
"79 Reisbureaus, reisorganisatie en -info";"1996";"3074";"2567";"507";"679";"7.5";"7.2";"8.9";"78.9";"79.9";"74.7"
"79 Reisbureaus, reisorganisatie en -info";"1997";"3354";"2828";"526";"742";"6.7";"6.2";"9.3";"80.7";"82.9";"70.9"
"79 Reisbureaus, reisorganisatie en -info";"1998";"3682";"3073";"609";"788";"6.8";"6.9";"6.3";"83.0";"84.3";"77.2"
"79 Reisbureaus, reisorganisatie en -info";"1999";"4086";"3424";"662";"874";"9.5";"9.2";"10.8";"84.1";"86.0";"75.8"
"79 Reisbureaus, reisorganisatie en -info";"2000";"4504";"3814";"690";"932";"6.5";"6.4";"6.6";"87.1";"90.0";"74.0"
"79 Reisbureaus, reisorganisatie en -info";"2001";"4808";"4027";"781";"927";"1.1";"1.4";"-0.6";"91.9";"93.7";"84.3"
"79 Reisbureaus, reisorganisatie en -info";"2002";"4991";"4158";"833";"966";"0.6";"-0.1";"4.2";"94.9";"96.9";"86.3"
"79 Reisbureaus, reisorganisatie en -info";"2003";"4924";"3983";"941";"961";"-3.7";"-4.3";"-0.5";"97.2";"97.0";"97.9"
"79 Reisbureaus, reisorganisatie en -info";"2004";"5003";"4060";"943";"972";"1.8";"1.9";"1.2";"97.0";"97.0";"97.0"
"79 Reisbureaus, reisorganisatie en -info";"2005";"5218";"4255";"963";"963";"1.2";"1.7";"-1.0";"100.0";"100.0";"100.0"
"79 Reisbureaus, reisorganisatie en -info";"2006";"5419";"4423";"996";"968";"1.5";"1.7";"0.5";"102.4";"102.2";"102.9"
"79 Reisbureaus, reisorganisatie en -info";"2007";"5822";"4694";"1128";"1020";"5.1";"5.1";"5.3";"104.6";"103.3";"110.6"
"79 Reisbureaus, reisorganisatie en -info";"2008";"6000";"4882";"1118";"1042";"0.8";"0.4";"2.2";"107.0";"107.0";"107.3"
"79 Reisbureaus, reisorganisatie en -info";"2009";"5882";"4440";"1442";"993";"-6.2";"-6.6";"-4.7";"111.9";"104.1";"145.3"
"79 Reisbureaus, reisorganisatie en -info";"2010**";"6234";"4724";"1510";"1059";"5.0";"4.4";"6.7";"113.0";"106.1";"142.6"
"79 Reisbureaus, reisorganisatie en -info";"2011*";"6695";"5018";"1677";"1162";"6.2";"5.1";"9.7";"114.2";"107.3";"144.3"
"80-82 Beveiliging en ov. zakelijke diens";"1988";"2870";"1057";"1813";"2972";".";".";".";"64.8";"71.0";"61.0"
"80-82 Beveiliging en ov. zakelijke diens";"1989";"3101";"1163";"1938";"3121";"6.6";"9.4";"5.0";"65.7";"71.4";"62.1"
"80-82 Beveiliging en ov. zakelijke diens";"1990";"3445";"1291";"2154";"3384";"9.0";"10.1";"8.4";"66.9";"72.0";"63.7"
"80-82 Beveiliging en ov. zakelijke diens";"1991";"3989";"1473";"2516";"3839";"12.8";"11.8";"13.5";"68.7";"73.5";"65.5"
"80-82 Beveiliging en ov. zakelijke diens";"1992";"4385";"1578";"2807";"4105";"6.1";"4.8";"6.9";"71.1";"75.2";"68.4"
"80-82 Beveiliging en ov. zakelijke diens";"1993";"4583";"1651";"2932";"4174";"2.2";"3.0";"1.7";"72.8";"76.3";"70.2"
"80-82 Beveiliging en ov. zakelijke diens";"1994";"4678";"1746";"2932";"4057";"-0.7";"3.0";"-2.8";"74.8";"78.3";"72.3"
"80-82 Beveiliging en ov. zakelijke diens";"1995";"4873";"1901";"2972";"4029";"2.2";"7.2";"-0.7";"76.2";"79.6";"73.8"
"80-82 Beveiliging en ov. zakelijke diens";"1996";"5544";"2180";"3364";"4446";"11.6";"13.5";"10.3";"77.7";"80.4";"75.7"
"80-82 Beveiliging en ov. zakelijke diens";"1997";"5946";"2503";"3443";"4436";"5.2";"13.6";"-0.2";"79.2";"81.2";"77.6"
"80-82 Beveiliging en ov. zakelijke diens";"1998";"6530";"2834";"3696";"4591";"6.8";"11.3";"3.5";"81.5";"82.7";"80.5"
"80-82 Beveiliging en ov. zakelijke diens";"1999";"7298";"3244";"4054";"4893";"8.6";"11.2";"6.6";"83.8";"85.1";"82.9"
"80-82 Beveiliging en ov. zakelijke diens";"2000";"8290";"3760";"4530";"5260";"9.5";"11.9";"7.5";"87.0";"88.1";"86.1"
"80-82 Beveiliging en ov. zakelijke diens";"2001";"9426";"4183";"5243";"5747";"7.9";"6.2";"9.3";"91.7";"92.4";"91.2"
"80-82 Beveiliging en ov. zakelijke diens";"2002";"9724";"4251";"5473";"5713";"-1.0";"-1.4";"-0.6";"95.5";"95.2";"95.8"
"80-82 Beveiliging en ov. zakelijke diens";"2003";"9710";"4110";"5600";"5640";"-2.9";"-5.0";"-1.3";"98.2";"96.9";"99.3"
"80-82 Beveiliging en ov. zakelijke diens";"2004";"10153";"4356";"5797";"5749";"2.9";"4.3";"1.9";"99.8";"98.4";"100.8"
"80-82 Beveiliging en ov. zakelijke diens";"2005";"10386";"4522";"5864";"5864";"2.1";"2.2";"2.0";"100.0";"100.0";"100.0"
"80-82 Beveiliging en ov. zakelijke diens";"2006";"11046";"4853";"6193";"6212";"5.8";"5.6";"5.9";"100.5";"101.6";"99.7"
"80-82 Beveiliging en ov. zakelijke diens";"2007";"11784";"5195";"6589";"6469";"4.0";"3.8";"4.1";"103.1";"104.8";"101.9"
"80-82 Beveiliging en ov. zakelijke diens";"2008";"12673";"5571";"7102";"6786";"4.5";"4.0";"4.9";"106.1";"108.0";"104.7"
"80-82 Beveiliging en ov. zakelijke diens";"2009";"12740";"5467";"7273";"6657";"-1.8";"-1.6";"-1.9";"108.6";"107.8";"109.3"
"80-82 Beveiliging en ov. zakelijke diens";"2010**";"12660";"5448";"7212";"6552";"-1.9";"-2.2";"-1.6";"110.0";"109.9";"110.1"
"80-82 Beveiliging en ov. zakelijke diens";"2011*";"12679";"5521";"7158";"6477";"-1.0";"-0.8";"-1.1";"111.2";"112.2";"110.5"
"84 Openbaar bestuur en overheidsdiensten";"1988";"27526";"9380";"18146";"28232";".";".";".";"65.2";"66.8";"64.3"
"84 Openbaar bestuur en overheidsdiensten";"1989";"28367";"9799";"18568";"28942";"2.9";"3.5";"2.5";"65.3";"67.4";"64.2"
"84 Openbaar bestuur en overheidsdiensten";"1990";"29481";"10379";"19102";"29148";"1.8";"3.7";"0.7";"66.7";"68.8";"65.5"
"84 Openbaar bestuur en overheidsdiensten";"1991";"30492";"10831";"19661";"28931";"0.1";"1.7";"-0.7";"68.9";"70.6";"68.0"
"84 Openbaar bestuur en overheidsdiensten";"1992";"31753";"11152";"20601";"29028";"0.7";"1.2";"0.3";"71.3";"71.8";"71.0"
"84 Openbaar bestuur en overheidsdiensten";"1993";"33289";"11896";"21393";"29540";"3.0";"5.2";"1.8";"72.6";"72.8";"72.4"
"84 Openbaar bestuur en overheidsdiensten";"1994";"34250";"12514";"21736";"29408";"0.6";"2.4";"-0.4";"74.3";"74.8";"73.9"
"84 Openbaar bestuur en overheidsdiensten";"1995";"34893";"13007";"21886";"28662";"-1.0";"1.6";"-2.5";"76.4";"76.5";"76.4"
"84 Openbaar bestuur en overheidsdiensten";"1996";"35487";"13601";"21886";"28354";"0.3";"2.6";"-1.1";"77.5";"78.0";"77.2"
"84 Openbaar bestuur en overheidsdiensten";"1997";"36582";"13948";"22634";"28837";"1.4";"1.0";"1.7";"78.8";"79.2";"78.5"
"84 Openbaar bestuur en overheidsdiensten";"1998";"37978";"14511";"23467";"29294";"1.8";"2.2";"1.6";"80.3";"80.6";"80.1"
"84 Openbaar bestuur en overheidsdiensten";"1999";"40678";"16069";"24609";"29884";"4.3";"8.0";"2.0";"82.5";"82.7";"82.3"
"84 Openbaar bestuur en overheidsdiensten";"2000";"43181";"17113";"26068";"30486";"2.0";"1.9";"2.0";"85.9";"86.4";"85.5"
"84 Openbaar bestuur en overheidsdiensten";"2001";"47892";"19876";"28016";"31265";"5.8";"10.7";"2.6";"90.1";"90.7";"89.6"
"84 Openbaar bestuur en overheidsdiensten";"2002";"51358";"21503";"29855";"32132";"3.3";"4.1";"2.8";"93.5";"94.2";"92.9"
"84 Openbaar bestuur en overheidsdiensten";"2003";"54521";"23142";"31379";"32936";"3.6";"5.2";"2.5";"95.8";"96.4";"95.3"
"84 Openbaar bestuur en overheidsdiensten";"2004";"55239";"23215";"32024";"32784";"-0.9";"-1.6";"-0.5";"97.9";"98.2";"97.7"
"84 Openbaar bestuur en overheidsdiensten";"2005";"56453";"23913";"32540";"32540";"0.1";"1.2";"-0.7";"100.0";"100.0";"100.0"
"84 Openbaar bestuur en overheidsdiensten";"2006";"59049";"25886";"33163";"32614";"3.2";"7.2";"0.2";"101.4";"100.9";"101.7"
"84 Openbaar bestuur en overheidsdiensten";"2007";"61638";"27042";"34596";"33027";"2.0";"3.0";"1.3";"103.7";"102.4";"104.8"
"84 Openbaar bestuur en overheidsdiensten";"2008";"65677";"29461";"36216";"33438";"2.4";"3.9";"1.2";"107.9";"107.4";"108.3"
"84 Openbaar bestuur en overheidsdiensten";"2009";"70418";"32388";"38030";"34559";"5.0";"7.0";"3.4";"110.2";"110.3";"110.0"
"84 Openbaar bestuur en overheidsdiensten";"2010**";"70614";"31561";"39053";"35531";"-0.7";"-4.8";"2.8";"111.3";"112.9";"109.9"
"84 Openbaar bestuur en overheidsdiensten";"2011*";"68851";"29914";"38937";"35168";"-3.4";"-6.4";"-1.0";"112.3";"114.3";"110.7"
"85 Onderwijs";"1988";"12825";"2606";"10219";"21715";".";".";".";"51.4";"70.7";"47.1"
"85 Onderwijs";"1989";"12906";"2659";"10247";"21349";"-1.0";"1.5";"-1.7";"52.2";"71.0";"48.0"
"85 Onderwijs";"1990";"13441";"2697";"10744";"21328";"0.0";"0.3";"-0.1";"54.4";"71.8";"50.4"
"85 Onderwijs";"1991";"13909";"2757";"11152";"21443";"0.2";"-1.4";"0.5";"56.2";"74.5";"52.0"
"85 Onderwijs";"1992";"14828";"2967";"11861";"21338";"0.6";"4.9";"-0.5";"59.6";"76.4";"55.6"
"85 Onderwijs";"1993";"15230";"3013";"12217";"21401";"0.4";"0.9";"0.3";"60.9";"76.9";"57.1"
"85 Onderwijs";"1994";"15663";"3105";"12558";"21196";"-0.4";"1.8";"-1.0";"62.9";"77.8";"59.2"
"85 Onderwijs";"1995";"16188";"3228";"12960";"21263";"0.8";"2.9";"0.3";"64.5";"78.7";"61.0"
"85 Onderwijs";"1996";"16497";"3396";"13101";"21266";"0.7";"3.4";"0.0";"65.3";"80.0";"61.6"
"85 Onderwijs";"1997";"17325";"3716";"13609";"21185";"1.4";"8.3";"-0.4";"67.6";"80.9";"64.2"
"85 Onderwijs";"1998";"18417";"4010";"14407";"21184";"1.5";"7.1";"0.0";"70.8";"81.5";"68.0"
"85 Onderwijs";"1999";"19796";"4343";"15453";"21263";"1.6";"6.1";"0.4";"74.9";"83.2";"72.7"
"85 Onderwijs";"2000";"21218";"4659";"16559";"21292";"0.7";"2.9";"0.1";"79.7";"86.7";"77.8"
"85 Onderwijs";"2001";"23100";"5220";"17880";"21444";"1.9";"6.2";"0.7";"85.1";"91.5";"83.4"
"85 Onderwijs";"2002";"24897";"5568";"19329";"21585";"1.3";"3.3";"0.7";"90.6";"94.4";"89.5"
"85 Onderwijs";"2003";"26082";"5644";"20438";"21743";"0.4";"-0.7";"0.7";"94.5";"96.4";"94.0"
"85 Onderwijs";"2004";"26879";"5803";"21076";"21742";"0.2";"1.0";"0.0";"97.2";"98.1";"96.9"
"85 Onderwijs";"2005";"27801";"6081";"21720";"21720";"0.5";"2.8";"-0.1";"100.0";"100.0";"100.0"
"85 Onderwijs";"2006";"28736";"6514";"22222";"21642";"0.7";"4.6";"-0.4";"102.6";"102.4";"102.7"
"85 Onderwijs";"2007";"30595";"7126";"23469";"21719";"1.8";"6.8";"0.4";"107.3";"104.8";"108.1"
"85 Onderwijs";"2008";"32297";"7448";"24849";"22096";"1.4";"0.1";"1.7";"111.8";"109.5";"112.5"
"85 Onderwijs";"2009";"34073";"7667";"26406";"22217";"0.7";"1.1";"0.5";"117.1";"111.5";"118.9"
"85 Onderwijs";"2010**";"34855";"7803";"27052";"22474";"1.1";"0.7";"1.2";"118.5";"112.7";"120.4"
"85 Onderwijs";"2011*";"35220";"8062";"27158";"22586";"0.7";"1.4";"0.5";"118.9";"114.8";"120.2"
"86 Gezondheidszorg";"1988";"10992";"3072";"7920";"13880";".";".";".";"61.9";"76.1";"57.1"
"86 Gezondheidszorg";"1989";"11414";"3193";"8221";"14150";"2.6";"4.1";"1.9";"62.7";"76.0";"58.1"
"86 Gezondheidszorg";"1990";"12130";"3355";"8775";"14488";"3.0";"4.5";"2.4";"64.7";"76.4";"60.6"
"86 Gezondheidszorg";"1991";"13271";"3647";"9624";"15080";"4.6";"5.9";"4.1";"67.7";"78.4";"63.8"
"86 Gezondheidszorg";"1992";"14103";"3882";"10221";"15582";"3.8";"5.0";"3.3";"69.3";"79.5";"65.6"
"86 Gezondheidszorg";"1993";"14594";"3947";"10647";"16114";"2.7";"1.0";"3.4";"69.8";"80.1";"66.1"
"86 Gezondheidszorg";"1994";"14992";"4187";"10805";"16282";"1.7";"3.4";"1.0";"70.6";"82.2";"66.4"
"86 Gezondheidszorg";"1995";"15506";"4367";"11139";"16488";"1.9";"3.4";"1.3";"71.7";"82.9";"67.6"
"86 Gezondheidszorg";"1996";"15956";"4600";"11356";"16731";"2.2";"4.1";"1.5";"72.1";"83.9";"67.9"
"86 Gezondheidszorg";"1997";"16850";"4775";"12075";"17385";"3.4";"2.3";"3.9";"73.6";"85.1";"69.5"
"86 Gezondheidszorg";"1998";"17558";"5048";"12510";"17380";"1.6";"5.8";"0.0";"75.5";"85.1";"72.0"
"86 Gezondheidszorg";"1999";"18620";"5365";"13255";"17359";"1.2";"4.3";"-0.1";"79.2";"86.7";"76.4"
"86 Gezondheidszorg";"2000";"19761";"5689";"14072";"17475";"1.2";"2.7";"0.7";"83.0";"89.5";"80.5"
"86 Gezondheidszorg";"2001";"22370";"6370";"16000";"18032";"4.0";"6.2";"3.2";"90.3";"94.4";"88.7"
"86 Gezondheidszorg";"2002";"25391";"6955";"18436";"18996";"5.5";"5.9";"5.4";"97.1";"97.4";"97.1"
"86 Gezondheidszorg";"2003";"27243";"7432";"19811";"19791";"4.6";"5.6";"4.2";"99.7";"98.5";"100.1"
"86 Gezondheidszorg";"2004";"28642";"7763";"20879";"20820";"4.9";"4.2";"5.2";"99.9";"98.8";"100.3"
"86 Gezondheidszorg";"2005";"29522";"8108";"21414";"21414";"3.0";"3.2";"2.9";"100.0";"100.0";"100.0"
"86 Gezondheidszorg";"2006";"30672";"8456";"22216";"21673";"1.9";"3.6";"1.2";"102.0";"100.7";"102.5"
"86 Gezondheidszorg";"2007";"32781";"9068";"23713";"22404";"4.3";"6.7";"3.4";"104.5";"101.2";"105.8"
"86 Gezondheidszorg";"2008";"35160";"9884";"25276";"23560";"5.3";"5.6";"5.2";"106.5";"104.5";"107.3"
"86 Gezondheidszorg";"2009";"37796";"10464";"27332";"25003";"5.9";"5.3";"6.1";"108.1";"105.0";"109.3"
"86 Gezondheidszorg";"2010**";"39520";"10853";"28667";"26084";"3.6";"1.8";"4.3";"109.1";"107.0";"109.9"
"86 Gezondheidszorg";"2011*";"41172";"11426";"29746";"27161";"4.0";"3.6";"4.1";"109.3";"108.7";"109.5"
"87-88 Verzorging en welzijn";"1988";"8849";"2294";"6555";"13040";".";".";".";"55.4";"73.1";"50.3"
"87-88 Verzorging en welzijn";"1989";"9066";"2372";"6694";"13034";"0.8";"3.2";"0.0";"56.4";"73.3";"51.4"
"87-88 Verzorging en welzijn";"1990";"9711";"2508";"7203";"13386";"3.1";"4.3";"2.7";"58.5";"74.3";"53.8"
"87-88 Verzorging en welzijn";"1991";"10310";"2685";"7625";"13533";"1.8";"3.9";"1.1";"61.0";"76.5";"56.3"
"87-88 Verzorging en welzijn";"1992";"10927";"2845";"8082";"13693";"2.1";"4.8";"1.2";"63.3";"77.3";"59.0"
"87-88 Verzorging en welzijn";"1993";"11442";"2883";"8559";"13955";"1.6";"0.8";"1.9";"65.3";"77.7";"61.3"
"87-88 Verzorging en welzijn";"1994";"11984";"3113";"8871";"14040";"1.7";"4.9";"0.6";"67.2";"80.0";"63.2"
"87-88 Verzorging en welzijn";"1995";"12468";"3283";"9185";"14274";"2.1";"3.5";"1.7";"68.5";"81.5";"64.3"
"87-88 Verzorging en welzijn";"1996";"12962";"3492";"9470";"14532";"2.6";"4.9";"1.8";"69.3";"82.6";"65.2"
"87-88 Verzorging en welzijn";"1997";"13515";"3600";"9915";"14516";"0.3";"1.6";"-0.1";"72.1";"83.8";"68.3"
"87-88 Verzorging en welzijn";"1998";"14648";"3852";"10796";"15277";"5.4";"5.9";"5.2";"74.1";"84.7";"70.7"
"87-88 Verzorging en welzijn";"1999";"15649";"4171";"11478";"15495";"2.6";"5.9";"1.4";"77.1";"86.6";"74.1"
"87-88 Verzorging en welzijn";"2000";"17233";"4542";"12691";"15967";"3.7";"5.6";"3.0";"81.9";"89.3";"79.5"
